식품명,식품대분류명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
맛나담 닭가슴살 치킨너겟,,100g,195.0,14.0,8.0,17.0,1.0,,370.0,40.0,3.8,0.0
맛나담 동태전,,100g,225.0,13.0,15.0,10.0,1.0,,230.0,65.0,9.0,0.0
맛나담 떡갈비,,100g,215.0,17.0,13.0,9.0,5.0,,500.0,50.0,3.2,0.58
맛나담 바베큐폭립,,100g,239.0,16.9,14.4,10.5,6.8,,478.0,90.1,4.6,0.0
맛나담 슬라이스 족발,,100g,203.0,26.94,8.44,4.81,0.16,,143.0,33.11,2.29,0.01
맛나담 언양식그릴불고기,,100g,205.0,15.0,10.0,13.0,6.0,,470.0,50.0,4.9,0.0
맛나담 유린기,,100g,190.0,8.0,7.0,23.0,0.0,,510.0,25.0,3.9,0.0
맛나담 치킨가라아게,,100g,200.0,14.0,8.0,18.0,2.0,,420.0,85.0,3.9,0.0
맛나담 치킨텐더,,100g,155.0,15.0,5.0,12.0,1.0,,300.0,40.0,1.9,0.25
맛나담 훈제삼겹살,,100g,356.0,18.9,27.5,8.2,0.6,,252.0,70.9,9.4,0.0
맛나담 흑마늘 보쌈,,100g,264.0,23.4,17.16,3.92,0.23,,228.0,84.86,7.99,0.06
맛나두부순대,,100g,204.0,8.0,13.0,14.0,0.3,,193.0,32.0,5.1,0.0
맛나등심돈까스,,100g,177.0,12.75,4.13,22.15,1.09,,462.0,13.62,1.22,0.01
맛나만나 쌀가래떡,,100g,223.0,5.03,1.59,47.24,0.0,,316.0,0.0,0.28,0.0
맛나만나 쌀떡국떡,,100g,244.0,5.5,2.08,50.82,0.0,,226.0,0.0,0.25,0.0
맛나만나 우리쌀 가래떡,,100g,223.0,5.03,1.59,47.24,0.0,,316.0,0.0,0.28,0.0
맛나만나 우리쌀 떡국떡,,100g,244.0,5.5,2.08,50.82,0.0,,226.0,0.0,0.25,0.0
맛나백순대,,100g,177.0,10.72,11.53,7.58,0.97,,202.0,66.42,3.26,0.0
맛나삼색순대,,100g,167.0,8.0,10.0,12.0,0.5,,331.0,48.0,3.0,0.0
맛나순살치킨까스,,100g,151.0,11.02,1.54,23.18,1.26,,514.0,23.12,0.3,0.01
맛나아바이순대,,100g,177.0,10.72,11.53,7.58,0.97,,202.0,66.42,3.26,0.0
맛나요 감자칩,,100g,546.0,1.1,32.1,62.97,15.33,,262.0,0.0,12.17,0.0
맛나요 고구마칩,,100g,522.0,1.9,26.3,69.4,17.1,,445.0,0.0,7.6,0.0
맛나요 오튀 갈릭버터맛,,100g,386.0,30.7,5.5,53.3,8.8,,847.0,238.5,0.7,0.0
맛나요 오튀 불닭맛,,100g,386.0,30.7,6.4,51.3,9.3,,985.0,234.4,0.5,0.0
맛나요 오튀 와사비맛,,100g,386.0,30.9,6.1,51.8,12.2,,850.0,243.1,0.6,0.0
맛나요 정어리튀김,,100g,383.0,25.3,10.3,47.2,15.5,,1034.0,111.5,0.7,0.0
맛나요 쥐포튀김 오리지날,,100g,408.0,16.7,11.4,59.7,18.6,,1390.0,68.7,0.9,0.0
맛나유딸기요거트,,100g,81.0,3.08,2.71,11.19,8.67,,56.0,12.14,1.81,0.07
맛나유블루베리요거트,,100g,75.0,3.13,3.01,8.96,6.2,,47.0,11.9,1.98,0.08
맛나유유자요거트,,100g,77.0,3.23,3.18,8.85,5.87,,45.0,10.67,2.13,0.09
맛나유플레인요거트,,100g,73.0,3.33,3.26,7.66,4.88,,56.0,12.48,2.14,0.09
맛나지소스-1,,100g,55.0,2.0,3.0,5.0,3.0,,1351.0,0.0,0.0,0.0
맛나찰순대,,100g,148.0,2.5,2.6,28.5,0.3,,408.0,21.5,0.9,0.0
맛나찰순대 슬라이스,,100g,167.0,2.5,2.4,33.8,1.0,,425.0,19.5,0.6,0.0
맛나콘,,100g,379.0,6.89,1.27,85.0,0.0,,262.0,0.0,0.2,0.0
맛나토종순대,,100g,188.0,6.01,6.32,23.49,0.64,,279.0,36.16,2.13,0.0
맛나피자소스,,100g,97.0,2.28,2.02,17.53,11.43,,619.0,0.0,0.36,0.01
맛난 검은 콩스프,,100g,475.0,28.0,25.0,40.0,8.0,,500.0,30.0,13.0,0.4
맛난 꼬치어묵,,100g,171.0,10.67,1.6,28.0,14.67,,973.0,17.33,0.4,0.0
맛난 들기름,,100g,884.0,0.0,99.8,0.0,0.0,,0.0,0.0,0.0,0.0
"맛난 떡국,맛둣국스프",,100g,202.0,10.0,6.0,27.0,4.0,,2920.0,10.0,2.6,0.3
맛난 만능볶음소스,,100g,353.0,5.0,16.33,46.33,11.33,,765.0,0.0,0.83,0.0
맛난 사골스프,,100g,343.0,12.0,11.0,49.0,7.0,,1247.0,8.0,0.0,0.0
맛난 생들기름,,100g,828.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0
맛난 쌀호두과자,,100g,320.0,6.8,9.2,52.4,35.0,,91.0,40.6,2.5,0.0
맛난 얼큰이칼국수분말,,100g,256.0,14.0,0.4,48.0,41.0,,18290.0,0.0,0.0,0.0
맛난 오뎅스프,,100g,228.0,8.0,0.4,48.0,42.0,,16130.0,0.0,0.0,0.0
맛난 우동스프,,100g,256.0,15.0,0.4,48.0,42.0,,16130.0,0.0,0.0,0.0
맛난 자연 카놀라유,,100g,900.0,0.0,100.0,0.0,0.0,,0.0,0.0,8.0,0.0
맛난 잔치국수스프,,100g,177.0,8.0,1.0,34.0,7.0,,18710.0,15.0,0.0,0.0
맛난 콩나물해장국스프,,100g,237.0,23.0,5.0,25.0,6.0,,1488.0,17.0,2.0,0.0
맛난 콩스프,,100g,465.0,26.0,24.0,42.0,7.0,,620.0,25.0,12.0,0.4
맛난 토마토즙,,100g,31.0,1.0,0.0,7.0,4.0,,64.0,0.0,0.0,0.0
맛난구운란 대란,,100g,132.0,13.6,6.81,3.96,0.0,,167.0,207.46,4.08,0.0
맛난구운란 중란,,100g,132.0,13.6,6.81,3.96,0.0,,167.0,207.46,4.08,0.0
맛난김말이,,100g,204.0,1.4,7.0,33.8,0.9,,450.0,1.5,1.1,0.1
맛난닭갈비,,100g,171.0,17.09,6.94,9.14,5.69,,576.0,76.0,2.09,0.09
맛난라면소스,,100g,587.0,4.7,51.6,31.6,3.9,,32.0,0.0,7.0,0.0
맛난마늘소염통,,100g,310.0,14.0,26.0,5.0,3.0,,340.0,150.0,12.0,1.0
맛난무뼈불닭발,,100g,208.0,15.64,11.56,9.16,5.68,,561.0,62.8,2.32,0.04
맛난방아 현미삼색꿀떡,,100g,245.0,4.0,0.0,57.0,7.0,,130.0,0.0,0.0,0.0
맛난불막창,,100g,177.0,11.0,12.56,6.52,4.04,,379.0,184.4,5.96,0.0
맛난불오돌,,100g,182.0,11.89,7.36,18.0,7.07,,862.0,27.14,2.43,0.0
맛난빨간어묵소스,,100g,350.0,5.0,16.4,43.0,15.2,,770.0,0.0,0.9,0.0
맛난찰순대,,100g,179.0,4.0,3.0,34.0,1.0,,643.0,18.0,2.0,0.0
맛난통뼈불닭발,,100g,202.0,15.05,11.15,9.15,5.68,,531.0,60.5,2.05,0.05
맛남크림짬뽕소스,,100g,328.0,2.7,33.5,4.0,4.0,,40.0,0.0,0.0,0.0
맛낸작은물고기,,100g,380.0,42.0,6.0,39.0,37.0,,883.0,303.0,1.0,0.0
맛능스틱육수 야채맛,,100g,281.0,7.86,1.93,57.86,17.86,,8735.0,5.0,0.43,0.0
맛능육수한컵,,100g,152.0,7.22,0.33,30.0,0.0,,6858.0,0.0,0.0,0.0
맛능한알육수 야채맛,,100g,315.0,7.5,0.0,70.0,5.0,,7080.0,2.5,0.0,0.0
맛능한컵육수 감칠맛,,100g,238.0,2.0,0.15,57.26,5.02,,5367.0,1.9,0.02,0.0
맛다 버섯커피,,100g,12.0,0.64,0.12,2.13,0.0,,1.0,0.0,0.0,0.0
맛다곡성 딸기잼,,100g,261.0,1.29,0.15,63.62,53.14,,0.0,0.0,0.0,0.0
맛다곡성 쌀칩,,100g,385.0,9.92,1.22,83.61,0.0,,0.0,0.0,0.55,0.0
맛다곡성 토란스쿱쿠키,,100g,510.0,8.98,25.17,61.96,27.22,,98.0,38.89,17.92,0.0
맛다곡성 토란조랭이떡,,100g,196.0,3.99,0.34,44.27,0.0,,176.0,0.0,0.12,0.0
맛다리,,100g,320.0,39.3,3.8,32.0,21.0,,2460.0,600.0,0.65,0.0
맛다믄 THE 햇살떡볶이떡,,100g,232.0,4.43,0.71,52.26,0.0,,252.0,0.0,0.15,0.0
맛다믄 할랄 떡국떡,,100g,219.0,4.38,1.04,48.95,0.0,,254.0,0.0,0.69,0.0
맛다믄 할랄 떡볶이떡,,100g,219.0,4.38,1.04,48.95,0.0,,254.0,0.0,0.69,0.0
맛다믄 햇살떡볶이떡 A+,,100g,232.0,4.43,0.71,52.26,0.0,,252.0,0.0,0.15,0.0
맛다시&바베큐바,,100g,177.0,4.5,5.41,27.48,2.25,,386.0,9.46,1.26,0.0
맛다시나물비빔,,100g,111.0,3.37,2.13,19.5,9.06,,577.0,2.5,0.4,0.0
맛다시마칩 오리지널,,100g,364.0,9.0,1.0,80.0,54.0,,2188.0,0.0,0.0,0.0
맛다시참치마요,,100g,208.0,3.85,6.41,33.33,1.28,,429.0,3.21,1.09,0.0
맛다시참치마요에그말이,,100g,194.0,4.37,4.92,32.78,2.19,,410.0,38.25,0.93,0.0
맛다시프레시,,100g,219.0,5.75,1.41,45.76,17.67,,266.0,0.0,0.5,0.0
맛다올 저당 맛간장,,100g,34.0,5.26,0.01,20.48,3.01,,2261.0,0.0,0.0,0.0
맛다옴 간장 오리불고기,,100g,220.0,11.0,16.0,8.0,7.0,,430.0,87.0,4.2,0.0
맛다옴 누룽지 닭죽,,100g,55.0,5.0,0.5,8.0,0.0,,210.0,8.6,0.0,0.0
맛다옴 누룽지삼계탕,,100g,101.0,9.0,5.0,5.0,0.0,,49.0,55.0,1.3,0.0
맛다옴 닭가슴살 슬라이스,,100g,125.0,23.0,1.0,7.0,1.0,,235.0,105.0,0.0,0.0
맛다옴 닭가슴살채,,100g,125.0,23.0,1.0,7.0,1.0,,235.0,105.0,0.0,0.0
맛다옴 로제 파스타소스,,100g,100.0,1.0,6.0,10.0,8.0,,590.0,10.0,2.5,0.0
맛다옴 맛있는 육개장,,100g,67.0,9.5,2.5,1.7,1.7,,434.0,8.5,0.8,0.1
맛다옴 매콤 오리불고기,,100g,242.0,11.0,18.0,9.0,7.0,,420.0,85.0,4.6,0.0
맛다옴 메추리알장조림,,100g,181.0,13.0,12.0,5.0,3.0,,240.0,575.0,4.0,0.0
맛다옴 뼈없는 꼬리곰탕,,100g,23.0,2.0,0.5,3.0,0.0,,121.0,2.0,0.2,0.0
맛다옴 삼겹 수육 보쌈,,100g,380.0,17.0,26.0,20.0,0.0,,70.0,115.0,9.0,0.0
맛다옴 소꼬리찜,,100g,185.0,10.0,14.6,4.0,4.0,,350.0,45.0,6.0,0.7
맛다옴 순살 갈비탕,,100g,52.0,5.0,2.7,2.0,0.0,,270.0,35.0,1.7,0.0
맛다옴 슬라이스 순살 족발,,100g,301.0,21.0,21.0,7.0,3.0,,580.0,135.0,6.0,0.0
맛다옴 아라비아따 파스타소스,,100g,75.0,1.0,3.7,10.0,8.0,,570.0,0.0,1.0,0.0
맛다옴 양념닭강정,,100g,245.0,12.0,9.0,29.0,9.0,,430.0,58.0,2.2,0.0
맛다옴 쫀득 꿔바로우,,100g,235.0,13.0,11.0,22.0,1.0,,170.0,40.0,2.1,0.0
맛다옴 참치오믈렛,,100g,192.0,12.1,12.13,8.67,0.42,,449.0,290.17,2.75,0.0
맛다옴 토마토 파스타소스,,100g,80.0,1.0,4.1,10.0,9.0,,660.0,0.0,1.0,0.0
맛다옴 플레인오믈렛,,100g,172.0,11.6,10.33,8.12,0.0,,454.0,297.32,2.08,0.0
맛다옴 피자오믈렛,,100g,197.0,11.77,11.42,11.67,0.13,,493.0,305.49,2.65,0.0
맛다옴 한우 불고기,,100g,165.0,15.0,9.0,6.0,6.0,,440.0,52.0,2.3,0.2
맛단무지,,100g,12.0,0.25,0.04,2.75,1.23,,865.0,0.0,0.01,0.0
맛단무지업소용,,100g,12.0,0.25,0.04,2.75,1.23,,865.0,0.0,0.01,0.0
맛단지딸기우유,,100g,89.0,2.73,3.32,11.82,10.45,,41.0,9.09,2.27,0.0
맛단지바나나우유,,100g,86.0,2.73,3.32,11.36,10.0,,41.0,9.09,2.27,0.0
맛닭가슴살 마라맛,,100g,175.0,19.0,8.0,7.0,4.0,,660.0,65.0,2.5,0.0
맛닭가슴살 바베큐맛,,100g,170.0,17.0,8.0,7.0,4.0,,650.0,65.0,2.4,0.0
맛닭가슴살 새우,,100g,150.0,17.0,7.0,5.0,2.0,,540.0,80.0,2.1,0.0
맛닭가슴살 오징어 먹물,,100g,175.0,18.0,9.0,5.0,2.0,,500.0,80.0,2.8,0.0
맛담은 양념쌈장,,100g,220.0,10.0,3.4,37.0,20.0,,3416.0,0.0,0.6,0.0
맛담은 콩재래된장,,100g,160.0,13.0,1.6,24.0,11.0,,4360.0,0.0,1.0,0.0
맛담은 태양초 고추장,,100g,230.0,8.0,2.3,45.0,26.0,,2522.0,0.0,0.3,0.0
맛대장,,100g,150.0,12.0,1.1,22.5,2.0,,635.0,0.0,0.5,0.0
맛대장 초피고추장,,100g,225.0,5.0,2.2,46.0,21.0,,2580.0,0.0,0.0,0.0
맛더드림 떡닭갈비,,100g,160.0,12.0,5.0,15.0,5.0,,483.0,43.0,1.7,0.0
맛더하김 김자반 카레맛,,100g,527.0,15.0,32.9,42.6,10.9,,1548.0,9.0,4.0,0.5
맛도그,,100g,394.0,8.75,25.0,32.5,6.25,,513.0,25.0,5.75,0.0
맛도깨비-땡초,,100g,113.0,2.97,3.52,17.44,7.6,,1350.0,0.0,0.77,0.0
맛도깨비-비법된장,,100g,150.0,7.5,2.5,20.0,2.5,,2050.0,0.0,0.65,0.0
맛도듬 동결건조 사과칩,,100g,377.0,0.8,0.1,93.1,90.5,,11.0,0.0,0.0,0.0
맛도듬 동결건조 샤인머스캣,,100g,377.0,4.1,0.2,89.6,87.7,,12.0,0.0,0.0,0.0
맛도듬 사과말랭이,,100g,365.0,0.6,0.2,90.1,88.8,,12.0,0.0,0.0,0.0
맛도듬 샤인건포도,,100g,332.0,3.7,0.1,79.0,71.9,,11.0,0.0,0.0,0.0
맛동네,,100g,168.0,12.0,2.9,24.0,2.0,,660.0,20.0,0.0,0.0
맛동산,,100g,500.0,10.0,23.33,63.33,23.33,,50.0,0.0,5.0,0.0
맛동산 달달한커피맛,,100g,493.0,8.82,22.06,64.71,22.06,,110.0,7.35,3.53,0.0
맛동산 밤맛,,100g,493.0,8.57,21.43,65.72,21.43,,36.0,7.14,3.43,0.0
맛동산 프레첼맛,,100g,489.0,7.78,23.33,62.22,18.89,,544.0,5.56,5.33,0.0
맛동산BLACK,,100g,517.0,6.67,26.67,63.33,26.67,,67.0,0.0,4.0,0.0
맛동산꼬치,,100g,221.0,8.42,9.47,26.32,3.16,,484.0,26.32,3.37,0.0
맛동산흑당쇼콜라맛,,100g,467.0,10.0,20.0,63.33,23.33,,83.0,10.0,0.0,0.0
맛된장,,100g,88.5,9.05,3.83,5.88,1.2,,125.5,0.0,0.53,0.05
맛드리,,100g,170.0,10.2,1.8,28.2,5.1,,703.0,10.4,0.4,0.0
맛드림김밥나라불고기스모크햄,,100g,201.0,12.0,13.0,9.0,2.0,,760.0,40.0,4.0,0.0
맛드림돼지떡갈비,,100g,242.0,27.0,14.0,4.0,4.0,,62.0,80.0,7.2,0.0
맛드림우리밀초고추장,,100g,220.0,3.9,1.6,47.4,23.6,,1513.0,0.0,0.2,0.0
맛드림우리밀춘장,,100g,153.0,9.0,5.0,17.0,9.0,,4521.0,0.0,0.7,0.0
맛들의 축제 갈비탕,,100g,24.0,1.53,0.48,3.43,0.0,,186.0,6.07,0.13,0.0
맛들정통 뼈없는 갈비탕,,100g,62.0,3.8,2.6,5.8,0.2,,186.0,10.2,0.46,0.0
맛들정통 뼈없는 뼈해장국,,100g,54.0,5.22,3.33,0.83,0.53,,250.0,26.28,2.46,0.0
맛들정통 프리미엄 한우 소머리국밥,,100g,77.0,7.05,5.17,0.45,0.0,,102.0,9.08,0.57,0.0
맛들정통도가니탕,,100g,38.0,6.48,1.17,0.32,0.0,,102.0,5.72,0.17,0.0
맛땅콩,,100g,595.0,28.0,43.0,24.0,4.0,,5.0,0.0,8.0,0.0
맛떡,,100g,216.0,4.1,0.72,47.18,5.3,,264.0,0.0,0.08,0.0
맛또야,,100g,429.0,8.0,10.0,77.0,33.0,,168.0,0.0,1.0,0.0
맛뜨락 고소한 참기름,,100g,825.0,0.0,91.0,0.0,0.0,,0.0,0.0,16.0,0.0
맛뜨락 유기농 참기름,,100g,820.0,0.0,91.0,0.0,0.0,,0.0,0.0,13.0,0.0
맛뜨락 참기름,,100g,900.0,1.5,96.0,0.0,0.0,,0.0,0.0,29.0,0.0
맛뜨락참기름,,100g,900.0,0.0,100.0,0.0,0.0,,0.0,0.0,15.68,0.0
맛뜰안 맛있는 부추 어묵,,100g,160.0,10.0,3.2,22.0,4.0,,660.0,15.0,0.5,0.0
맛뜰안 맛있는 야채 어묵,,100g,160.0,10.0,3.2,22.0,4.0,,660.0,15.0,0.5,0.0
맛뜰안 맛있는 오징어 어묵,,100g,140.0,11.0,2.5,19.0,2.0,,470.0,25.0,0.4,0.0
맛뜰안 매생이어묵,,100g,140.0,12.0,1.5,19.0,4.0,,490.0,10.0,0.3,0.0
맛뜰안 부산어묵 물떡&어묵꼬치,,100g,190.0,7.0,2.4,35.0,4.0,,860.0,10.0,0.3,0.0
맛뜰안 생어묵,,100g,145.0,11.0,2.0,20.0,3.0,,610.0,15.0,0.3,0.0
맛뜰안 잡채어묵,,100g,145.0,9.0,1.1,25.0,3.0,,710.0,15.0,0.2,0.0
맛미미니간장,,100g,109.0,1.22,0.07,25.82,24.97,,2540.0,0.0,0.0,0.0
맛미역칩 오리지널,,100g,353.0,12.0,1.33,73.33,51.0,,3150.0,0.0,0.0,0.0
맛밤,,100g,167.0,3.74,0.64,37.42,8.56,,0.25,0.0,0.02,0.0
맛밤 36g,,100g,167.0,2.78,1.39,38.89,11.11,3.1,11.0,0.0,0.0,0.0
맛밤 42g,,100g,156.0,3.75,1.13,35.0,10.0,,13.0,0.0,0.0,0.0
맛밤 80G,,100g,163.0,3.75,1.5,35.0,11.25,3.0,13.0,0.0,0.0,0.0
맛밤 80g,,100g,167.0,2.78,1.39,38.89,11.11,3.1,11.0,0.0,0.0,0.0
맛밤득템,,100g,196.0,3.75,1.25,42.5,15.0,,0.0,0.0,0.13,0.0
맛밤떡갈비옆고추장불고기정찬,,100g,190.5,5.58,7.44,25.23,5.18,,275.5,23.78,1.78,0.0
맛밤떡갈비한상정식,,100g,179.0,4.56,6.72,24.9,2.65,,220.0,8.95,1.95,0.04
맛밤송송함박스테이크,,100g,265.0,11.0,18.0,15.0,7.0,,490.0,45.0,6.0,0.27
맛방울 비엔나 소시지,,100g,155.0,15.26,8.36,4.76,0.15,,433.0,41.48,3.81,0.0
맛방울콤보그릴소시지,,100g,227.0,13.33,13.33,13.33,3.33,,600.0,66.67,3.33,0.0
맛법의쉐프,,100g,310.0,10.0,8.5,45.0,0.0,,8590.0,25.0,7.0,0.0
맛보담 돈까스 소스,,100g,87.0,1.15,3.52,12.59,6.88,,673.0,7.48,1.79,0.08
맛보담 유자드레싱,,100g,100.0,0.15,0.12,24.54,22.17,,314.0,0.0,0.09,0.0
맛보담 추어탕,,100g,6.0,0.32,0.33,0.36,0.06,,47.0,1.28,0.07,0.0
맛보담 파인애플드레싱,,100g,148.0,0.72,8.74,16.71,13.0,,306.0,0.0,1.54,0.0
맛보로소보로,,100g,372.0,6.82,17.42,46.97,16.66,,300.5,53.03,8.56,0.0
맛볶이 까르보나라맛,,100g,261.0,5.44,4.16,50.86,6.18,,551.0,8.86,2.67,0.16
맛볶이 로제맛,,100g,256.0,4.96,2.56,53.78,8.58,,682.0,5.52,1.46,0.08
맛볶이 오리지널맛,,100g,245.0,4.53,0.61,55.98,11.33,,705.0,0.0,0.2,0.0
맛볶이 짜장맛,,100g,249.0,5.1,0.66,56.05,5.93,,629.0,0.0,0.18,0.0
맛볼버터갈릭맛,,100g,583.0,5.0,36.67,58.33,8.33,,367.0,8.33,11.67,0.0
맛볼텐데 라볶이,,100g,437.0,9.3,11.16,74.75,13.13,,601.0,0.0,6.16,0.0
맛볼텐데 새우칩스,,100g,527.0,0.94,28.86,65.93,7.92,,927.0,0.0,15.84,0.0
맛볼텐데 치킨스낵,,100g,498.0,7.5,22.42,66.52,4.5,,400.0,3.16,14.27,0.0
맛붐 하나 가쓰오부시,,100g,336.0,76.1,2.5,2.5,0.0,,45.0,84.7,0.7,0.0
맛사랑 고추맛콘,,100g,440.0,10.0,13.33,73.33,23.33,,483.0,0.0,1.67,0.0
맛사랑 김고소아,,100g,467.0,10.0,20.0,70.0,20.0,,383.0,0.0,10.0,0.0
맛사랑 매콤달콤한 김맛나,,100g,451.0,8.46,13.08,73.84,13.08,,467.0,0.0,3.08,0.0
맛사랑 중화면,,100g,142.0,4.01,0.42,30.58,0.27,,233.0,0.0,0.1,0.0
맛사랑 파래맛고소아,,100g,445.0,8.8,14.2,70.5,25.5,,504.0,0.0,1.9,0.1
맛사랑김,,100g,484.0,14.0,18.0,68.0,0.0,,440.0,4.0,2.4,0.0
맛사리,,100g,156.0,7.9,2.0,26.6,3.4,,636.0,14.4,0.4,0.0
맛살 계란말이,,100g,205.0,12.09,14.67,6.18,0.67,,391.0,402.51,6.69,0.0
맛살 볶음밥,,100g,118.0,3.64,3.03,20.0,2.42,1.8,242.0,13.64,0.76,0.0
맛살 사라다,,100g,255.0,6.0,14.0,26.0,5.0,,500.0,20.0,4.7,0.0
맛살 유부말이와 김밥,,100g,189.0,4.14,7.33,26.75,2.23,,479.0,5.73,1.15,0.0
맛살&감자모닝샌드위치,,100g,253.0,6.0,11.33,32.0,10.0,,413.0,28.0,4.0,0.07
맛살계란말이,알가공품류,100g,136.0,9.94,6.75,8.85,0.89,,570.0,238.3,3.48,0.0
맛살깻잎전,,100g,149.5,3.15,3.62,26.25,2.0,,310.0,3.0,1.02,0.09
맛살네모,,100g,129.0,10.6,1.3,18.7,4.9,,599.0,13.9,0.3,0.0
맛살듬뿍샐러드,,100g,175.0,4.6,11.0,14.4,4.8,,512.0,15.0,1.8,0.12
맛살말이어묵,,100g,137.0,10.3,1.6,20.4,4.1,,663.0,16.0,0.2,0.0
맛살모닝롤샌드위치,,100g,262.0,4.64,17.01,23.2,7.22,,431.0,14.43,3.09,0.0
맛살샐러드P,,100g,170.0,5.05,11.35,11.85,4.45,,495.5,15.25,1.75,0.04
맛살전,전·적 및 부침류,100g,217.2,9.9,7.0,27.66,3.2,0.7,904.4,49.88,1.27,0.06
맛살전 순봉이네,,100g,220.0,9.0,11.0,21.0,4.0,,550.0,70.0,2.0,0.0
맛살튀김스낵,,100g,472.0,31.0,20.0,42.0,9.0,,1573.0,28.0,10.0,0.0
맛살튀김어묵,,100g,122.0,11.0,1.4,17.0,3.0,,529.0,13.0,0.3,0.0
맛살핫바 어묵,,100g,129.0,10.6,1.3,18.7,4.9,,599.0,13.9,0.3,0.0
맛살핫바어묵,,100g,129.0,10.6,1.3,18.7,4.9,,599.0,13.9,0.3,0.0
맛삼춘 딸기샌드,,100g,219.0,3.33,11.33,26.0,10.0,,202.0,0.0,8.0,0.0
맛삼춘딸기우유,,100g,87.0,2.63,2.26,14.21,8.42,,32.0,5.26,1.42,0.0
맛삼춘바나나우유,,100g,71.0,2.11,1.47,12.11,8.95,,37.0,5.26,0.68,0.0
맛상 감자야채죽,,100g,58.0,1.0,0.7,12.0,0.0,,170.0,0.0,0.0,0.0
맛상 새우죽,,100g,57.0,0.75,1.0,11.0,0.0,,190.0,0.0,0.8,0.0
맛상 영양닭죽,,100g,55.0,3.0,0.9,9.0,0.0,,170.0,15.0,0.2,0.0
맛상 참치죽,,100g,59.0,4.0,0.9,9.0,0.0,,180.0,3.5,0.2,0.0
맛상 한우소고기죽,,100g,57.0,1.0,1.2,11.0,0.0,,180.0,10.0,0.2,0.0
맛상 해물죽,,100g,65.0,2.0,1.8,10.0,0.1,,190.0,10.0,0.3,0.0
맛상 호박죽,,100g,78.0,2.0,1.3,14.0,11.0,,115.0,0.0,0.0,0.0
맛상무 삼겹 슬라이스,,100g,370.0,16.0,27.0,15.0,1.0,,310.0,15.0,4.6,0.0
맛상무 오리훈제,,100g,315.0,13.0,23.0,13.0,0.0,,320.0,85.0,5.0,0.0
맛상무의 맛도그,,100g,240.0,11.4,8.8,28.0,2.0,,442.0,18.58,1.27,0.0
맛상황태죽,,100g,53.0,2.0,0.6,10.0,0.3,,210.0,3.0,0.1,0.0
맛새우칩,,100g,518.0,1.79,28.57,64.29,8.93,,900.0,7.14,12.5,0.0
맛샘 ㅋ리미 대빵,,100g,309.0,4.5,16.75,35.0,13.5,,317.0,15.0,10.0,0.0
맛샘 공주밤 티라미수,,100g,310.0,3.33,16.67,33.33,13.33,,93.0,13.33,10.0,0.0
맛샘 깨먹는 화이트 티라미수,,100g,310.0,3.33,16.67,36.67,13.33,,17.0,16.67,10.0,0.0
맛샘 깻잎육전,,100g,160.0,12.0,7.0,12.0,2.0,,410.0,110.0,1.7,0.0
맛샘 꿀밤 몽블랑,,100g,310.0,3.33,16.67,36.67,13.33,,317.0,16.67,10.0,0.0
맛샘 내 마음 쏙 숯불 너비아니,,100g,240.0,11.0,13.0,20.0,6.0,,480.0,33.0,4.0,0.0
맛샘 데리야끼 연어스테이크,,100g,276.0,17.0,20.0,7.0,3.0,,360.0,15.0,3.5,0.0
맛샘 독도의날 케이크,,100g,267.0,15.56,11.11,26.67,22.22,,100.0,57.78,4.44,0.0
맛샘 두바이 컵케이크,,100g,308.0,4.0,16.0,36.0,14.0,,96.0,16.0,10.0,0.0
맛샘 딸기 쿠키슈,,100g,308.0,2.5,17.5,35.0,25.0,,13.0,0.0,12.5,0.0
맛샘 딸기 티라미수,,100g,308.0,5.0,17.5,35.0,12.5,,318.0,15.0,10.0,0.0
맛샘 딸기&쿠키마카롱,,100g,472.0,5.52,27.59,51.73,41.38,,93.0,37.93,17.24,1.03
맛샘 루돌프 케이크,,100g,309.0,3.64,16.36,34.55,12.73,,95.0,14.55,10.91,0.0
맛샘 매콤달콤 스파이시 연어스테이크,,100g,245.0,16.0,17.0,7.0,3.0,,340.0,10.0,3.0,0.0
맛샘 모짜치즈&소시지반반찰도그,,100g,385.0,28.6,28.55,3.33,1.47,,603.0,173.34,3.18,0.0
맛샘 바나나슛 크림 크로칸슈,,100g,282.0,2.22,13.33,37.78,20.0,,171.0,28.89,6.44,0.0
맛샘 바나나향 초코빼빼로,,100g,482.0,5.88,17.65,70.59,47.06,,94.0,0.0,11.77,0.0
맛샘 바닐라맛마카롱,,100g,461.0,5.65,21.74,56.52,47.83,,52.0,30.44,14.35,0.87
맛샘 바다 쏙 문어 너비아니,,100g,200.0,13.0,9.0,16.0,6.5,,470.0,70.0,2.6,0.0
맛샘 바삭쫄깃 유린기,,100g,200.0,9.0,7.0,25.0,2.0,,200.0,35.0,3.3,0.0
맛샘 북성로 간장 직화불고기,,100g,157.0,21.22,3.92,9.13,7.67,,605.0,69.42,1.96,0.01
맛샘 사랑가득 케이크,,100g,242.0,4.84,15.0,25.66,19.66,,161.0,73.34,10.5,0.15
맛샘 소금버터쿠키,,100g,503.0,4.67,22.33,70.0,26.67,,50.0,0.0,10.33,0.0
